timestamp,Z_PK,Z_ENT,Z_OPT,altitude,course,hAccuracy,lat,lng,speed,ZTIMESTAMP,vAccuracy
2015/11/12 21:53:36,333,1,1,47.37777709960938,270.703125,10,37.77363836303146,-122.4274112844117,2.039999961853027,469173216.167235,4
2015/11/12 21:53:52,334,1,1,52.57077026367188,260.5078125,10,37.77350785679908,-122.4280128536023,3.230000019073486,469173232.62208,3
2015/11/12 21:54:09,335,1,1,54.37765502929688,258.3984375,10,37.77340530421377,-122.4285814819135,2.950000047683716,469173249.204333,3
2015/11/12 21:54:25,336,1,1,56.16140747070312,259.1015625,10,37.77329524982513,-122.4291339331515,2.309999942779541,469173265.805382,3
2015/11/12 21:54:42,337,1,1,58.03317260742188,255.9375,10,37.77321951932998,-122.4297394418366,3.470000028610229,469173282.274051,3
2015/11/12 21:54:58,338,1,1,59.39944458007812,261.0869445800781,10,37.77306518839243,-122.4304549106637,2.829999923706055,469173298.710107,4
2015/11/12 21:55:21,339,1,1,58.12289428710938,260.9878234863281,10,37.77293205077402,-122.4315189999015,4.960000038146973,469173321.847884,3
2015/11/12 21:55:35,340,1,1,56.69412231445312,261.0152893066406,10,37.77283661011269,-122.4322822819522,4.389999866485596,469173335.110889,4
2015/11/12 21:55:51,341,1,1,53.90866088867188,260.7422485351562,10,37.77269755084572,-122.4333619280515,6.260000228881836,469173351.700568,4
2015/11/12 21:56:08,342,1,1,52.12216186523438,260.7264709472656,10,37.77256645325934,-122.4343786705867,4.170000076293945,469173368.330633,4
2015/11/12 21:56:24,343,1,1,50.45779418945312,260.7264709472656,10,37.77247050382829,-122.4351220844983,3.730000019073486,469173384.799506,4
2015/11/12 21:56:41,344,1,1,52.87460327148438,351.0611267089844,10,37.77263763048385,-122.4356359501689,3.269999980926514,469173401.545132,4
2015/11/12 21:56:58,345,1,1,54.91781616210938,351.0611267089844,10,37.77319179974668,-122.4357462245825,2.369999885559082,469173418.096967,4
2015/11/12 21:57:47,346,1,1,59.87594604492188,351.2011413574219,10,37.77391707470277,-122.4358887005656,4.340000152587891,469173467.617186,4
2015/11/12 21:58:04,347,1,1,62.47476196289062,290.0390625,10,37.77428754522057,-122.4362081626567,4.409999847412109,469173484.097849,4
2015/11/12 21:58:17,348,1,1,60.63461303710938,260.2605590820312,10,37.77412153499675,-122.4371607159529,6.050000190734863,469173497.296923,4
2015/11/12 21:58:30,349,1,1,61.81283569335938,260.7292785644531,10,37.77401137617424,-122.4380881671211,5.590000152587891,469173510.511157,4
2015/11/12 21:58:43,350,1,1,61.64010620117188,260.7292785644531,10,37.77388501963477,-122.4388796265984,3.170000076293945,469173523.707672,4
2015/11/12 21:59:03,351,1,1,62.35928344726562,260.7292785644531,10,37.77384533125213,-122.4392015416203,0.2300000041723251,469173543.497009,4
